score	annot	celltype
chr7-102395983-102396483	1	Conserved	B-lymphocytes
chr7-102432698-102433198	1	Conserved	B-lymphocytes
chr7-102433217-102433717	1	Conserved	B-lymphocytes
chr7-104983979-104984479	1	Conserved	B-lymphocytes
chr7-105012862-105013362	1	Conserved	B-lymphocytes
chr7-105013891-105014391	1	Conserved	B-lymphocytes
chr7-106864998-106865498	1	Conserved	B-lymphocytes
chr7-107168442-107168942	1	Conserved	B-lymphocytes
chr7-112939728-112940228	1	Conserved	B-lymphocytes
chr7-116210229-116210729	1	Conserved	B-lymphocytes
chr7-116210735-116211235	1	Conserved	B-lymphocytes
chr7-121372578-121373078	1	Conserved	B-lymphocytes
chr7-128409745-128410245	1	Conserved	B-lymphocytes
chr7-128937679-128938179	1	Conserved	B-lymphocytes
chr7-128939315-128939815	1	Conserved	B-lymphocytes
chr7-128940427-128940927	1	Conserved	B-lymphocytes
chr7-131105814-131106314	1	Conserved	B-lymphocytes
chr7-131124180-131124680	1	Conserved	B-lymphocytes
chr7-151632219-151632719	1	Conserved	B-lymphocytes
chr7-152463761-152464261	1	Conserved	B-lymphocytes
chr8-11491947-11492447	1	Conserved	B-lymphocytes
chr8-22695297-22695797	1	Conserved	B-lymphocytes
chr8-22704975-22705475	1	Conserved	B-lymphocytes
chr8-29350571-29351071	1	Conserved	B-lymphocytes
chr8-33554767-33555267	1	Conserved	B-lymphocytes
chr8-38786890-38787390	1	Conserved	B-lymphocytes
chr8-38900207-38900707	1	Conserved	B-lymphocytes
chr8-38900883-38901383	1	Conserved	B-lymphocytes
chr8-38901451-38901951	1	Conserved	B-lymphocytes
chr8-38938352-38938852	1	Conserved	B-lymphocytes
chr8-38957371-38957871	1	Conserved	B-lymphocytes
chr8-42152659-42153159	1	Conserved	B-lymphocytes
chr8-51898934-51899434	1	Conserved	B-lymphocytes
chr8-55843989-55844489	1	Conserved	B-lymphocytes
chr8-55879535-55880035	1	Conserved	B-lymphocytes
chr8-60911598-60912098	1	Conserved	B-lymphocytes
chr8-60916414-60916914	1	Conserved	B-lymphocytes
chr8-65879319-65879819	1	Conserved	B-lymphocytes
chr8-65951726-65952226	1	Conserved	B-lymphocytes
chr8-70401915-70402415	1	Conserved	B-lymphocytes
chr8-70402563-70403063	1	Conserved	B-lymphocytes
chr8-80146799-80147299	1	Conserved	B-lymphocytes
chr8-89757496-89757996	1	Conserved	B-lymphocytes
chr8-94949188-94949688	1	Conserved	B-lymphocytes
chr8-94949777-94950277	1	Conserved	B-lymphocytes
chr8-100722126-100722626	1	Conserved	B-lymphocytes
chr8-100950397-100950897	1	Conserved	B-lymphocytes
chr8-100951855-100952355	1	Conserved	B-lymphocytes
chr8-102862855-102863355	1	Conserved	B-lymphocytes
chr8-102864029-102864529	1	Conserved	B-lymphocytes
chr8-123042153-123042653	1	Conserved	B-lymphocytes
chr8-125434542-125435042	1	Conserved	B-lymphocytes
chr8-127209948-127210448	1	Conserved	B-lymphocytes
chr8-127210584-127211084	1	Conserved	B-lymphocytes
chr8-127993035-127993535	1	Conserved	B-lymphocytes
chr8-130016285-130016785	1	Conserved	B-lymphocytes
chr9-272690-273190	1	Conserved	B-lymphocytes
chr9-3525270-3526271	1	Conserved	B-lymphocytes
chr9-3526468-3526968	1	Conserved	B-lymphocytes
chr9-4792574-4793074	1	Conserved	B-lymphocytes
chr9-36151759-36152259	1	Conserved	B-lymphocytes
chr9-36993835-36994335	1	Conserved	B-lymphocytes
chr9-37027507-37028007	1	Conserved	B-lymphocytes
chr9-37034099-37034599	1	Conserved	B-lymphocytes
chr9-37036304-37036804	1	Conserved	B-lymphocytes
chr9-37036814-37037314	1	Conserved	B-lymphocytes
chr9-37904043-37904543	1	Conserved	B-lymphocytes
chr9-71911034-71911534	1	Conserved	B-lymphocytes
chr9-79570235-79570735	1	Conserved	B-lymphocytes
chr9-79571508-79572008	1	Conserved	B-lymphocytes
chr9-83980055-83980555	1	Conserved	B-lymphocytes
chr9-90827097-90827597	1	Conserved	B-lymphocytes
chr9-92964006-92964506	1	Conserved	B-lymphocytes
chr9-93058316-93058816	1	Conserved	B-lymphocytes
chr9-93064328-93064828	1	Conserved	B-lymphocytes
chr9-96418446-96418946	1	Conserved	B-lymphocytes
chr9-97922278-97922778	1	Conserved	B-lymphocytes
chr9-99819760-99820260	1	Conserved	B-lymphocytes
chr9-112333545-112334045	1	Conserved	B-lymphocytes
chr9-112750431-112750931	1	Conserved	B-lymphocytes
chr9-114397692-114398192	1	Conserved	B-lymphocytes
chr9-123339193-123339693	1	Conserved	B-lymphocytes
chr9-128724009-128724509	1	Conserved	B-lymphocytes
chr10-3172648-3173148	1	Conserved	B-lymphocytes
chr10-3785134-3785634	1	Conserved	B-lymphocytes
chr10-5813265-5813765	1	Conserved	B-lymphocytes
chr10-6069077-6069577	1	Conserved	B-lymphocytes
chr10-11163135-11163635	1	Conserved	B-lymphocytes
chr10-11684184-11685184	1	Conserved	B-lymphocytes
chr10-11685200-11685700	1	Conserved	B-lymphocytes
chr10-12043795-12044295	1	Conserved	B-lymphocytes
chr10-12348689-12349189	1	Conserved	B-lymphocytes
chr10-12349233-12349733	1	Conserved	B-lymphocytes
chr10-14583209-14583709	1	Conserved	B-lymphocytes
chr10-14659096-14660096	1	Conserved	B-lymphocytes
chr10-14837929-14838429	1	Conserved	B-lymphocytes
chr10-14953899-14954399	1	Conserved	B-lymphocytes
chr10-17228377-17228877	1	Conserved	B-lymphocytes
chr10-17228941-17229441	1	Conserved	B-lymphocytes
chr10-17229849-17230349	1	Conserved	B-lymphocytes
chr10-17230544-17231044	1	Conserved	B-lymphocytes
chr10-23438712-23439212	1	Conserved	B-lymphocytes
chr10-26437983-26438483	1	Conserved	B-lymphocytes
chr10-26438486-26438986	1	Conserved	B-lymphocytes
chr10-26448653-26449153	1	Conserved	B-lymphocytes
chr10-27155018-27155518	1	Conserved	B-lymphocytes
chr10-31031701-31032201	1	Conserved	B-lymphocytes
chr10-35126542-35127042	1	Conserved	B-lymphocytes
chr10-48684571-48685071	1	Conserved	B-lymphocytes
chr10-62653179-62653679	1	Conserved	B-lymphocytes
chr10-62816502-62817002	1	Conserved	B-lymphocytes
chr10-69087825-69088325	1	Conserved	B-lymphocytes
chr10-69089936-69090436	1	Conserved	B-lymphocytes
chr10-72248048-72248548	1	Conserved	B-lymphocytes
chr10-72248720-72249220	1	Conserved	B-lymphocytes
chr10-72334860-72335360	1	Conserved	B-lymphocytes
chr10-74825227-74825727	1	Conserved	B-lymphocytes
chr10-74826124-74826624	1	Conserved	B-lymphocytes
chr10-74826664-74827164	1	Conserved	B-lymphocytes
chr10-80453833-80454333	1	Conserved	B-lymphocytes
chr10-87818012-87818512	1	Conserved	B-lymphocytes
chr10-87862169-87862669	1	Conserved	B-lymphocytes
chr10-87862821-87863321	1	Conserved	B-lymphocytes
chr10-87863327-87863827	1	Conserved	B-lymphocytes
chr10-88385463-88385963	1	Conserved	B-lymphocytes
chr10-88879908-88880408	1	Conserved	B-lymphocytes
chr10-88880448-88880948	1	Conserved	B-lymphocytes
chr10-89701245-89701745	1	Conserved	B-lymphocytes
chr10-92689587-92690087	1	Conserved	B-lymphocytes
chr10-92756246-92756746	1	Conserved	B-lymphocytes
chr10-95656559-95657059	1	Conserved	B-lymphocytes
chr10-95756437-95756937	1	Conserved	B-lymphocytes
chr10-95757881-95758381	1	Conserved	B-lymphocytes
chr10-96271359-96271859	1	Conserved	B-lymphocytes
chr10-96273593-96274093	0.759999990463257	Conserved	B-lymphocytes
chr10-96720292-96720792	1	Conserved	B-lymphocytes
chr10-102394143-102394643	1	Conserved	B-lymphocytes
chr10-104300693-104301193	1	Conserved	B-lymphocytes
chr10-110355106-110355606	1	Conserved	B-lymphocytes
chr10-110355886-110356386	1	Conserved	B-lymphocytes
chr10-110356462-110356962	1	Conserved	B-lymphocytes
chr10-110414549-110415049	1	Conserved	B-lymphocytes
chr10-110497561-110498061	1	Conserved	B-lymphocytes
chr10-110841777-110842277	1	Conserved	B-lymphocytes
chr10-124092233-124092733	1	Conserved	B-lymphocytes
chr10-124092739-124093239	1	Conserved	B-lymphocytes
chr10-124152978-124153478	1	Conserved	B-lymphocytes
chr11-615798-616298	1	Conserved	B-lymphocytes
chr11-1839796-1840296	1	Conserved	B-lymphocytes
chr11-3854274-3854774	1	Conserved	B-lymphocytes
chr11-3854848-3855348	1	Conserved	B-lymphocytes
chr11-9460624-9461124	1	Conserved	B-lymphocytes
chr11-9461150-9461650	1	Conserved	B-lymphocytes
chr11-9757979-9758479	1	Conserved	B-lymphocytes
chr11-10808787-10809287	1	Conserved	B-lymphocytes
chr11-13668220-13668720	1	Conserved	B-lymphocytes
chr11-14578456-14578956	1	Conserved	B-lymphocytes
chr11-14891469-14891969	1	Conserved	B-lymphocytes
chr11-14892069-14892569	1	Conserved	B-lymphocytes
chr11-17276390-17276890	1	Conserved	B-lymphocytes
chr11-58578782-58579282	1	Conserved	B-lymphocytes
chr11-59216790-59217290	1	Conserved	B-lymphocytes
chr11-59615674-59616174	1	Conserved	B-lymphocytes
chr11-62551746-62552246	1	Conserved	B-lymphocytes
chr11-64878464-64878964	1	Conserved	B-lymphocytes
chr11-65132344-65132844	1	Conserved	B-lymphocytes
chr11-67277403-67277903	1	Conserved	B-lymphocytes
chr11-67353421-67353921	1	Conserved	B-lymphocytes
chr11-67403601-67404101	1	Conserved	B-lymphocytes
chr11-67436341-67436841	1	Conserved	B-lymphocytes
chr11-67436991-67437491	1	Conserved	B-lymphocytes
chr11-68003350-68003850	1	Conserved	B-lymphocytes
chr11-68003900-68004400	1	Conserved	B-lymphocytes
chr11-73152854-73153354	1	Conserved	B-lymphocytes
chr11-73154091-73154591	1	Conserved	B-lymphocytes
chr11-73385023-73385523	1	Conserved	B-lymphocytes
chr11-73979930-73980430	1	Conserved	B-lymphocytes
chr11-73983129-73983629	1	Conserved	B-lymphocytes
chr11-75814830-75815330	1	Conserved	B-lymphocytes
chr11-86068982-86069482	1	Conserved	B-lymphocytes
chr11-86244918-86245418	1	Conserved	B-lymphocytes
chr11-88337519-88338019	1	Conserved	B-lymphocytes
chr11-95231075-95231575	1	Conserved	B-lymphocytes
chr11-95789615-95790115	1	Conserved	B-lymphocytes
chr11-95790201-95790701	1	Conserved	B-lymphocytes
chr11-96258213-96258713	1	Conserved	B-lymphocytes
chr11-102317148-102317648	1	Conserved	B-lymphocytes
chr11-102451639-102452139	1	Conserved	B-lymphocytes
chr11-102452578-102453078	1	Conserved	B-lymphocytes
chr11-106077252-106077752	1	Conserved	B-lymphocytes
chr11-107928138-107928638	1	Conserved	B-lymphocytes
chr11-108222592-108223092	1	Conserved	B-lymphocytes
chr11-111367635-111368135	1	Conserved	B-lymphocytes
chr11-111378395-111378895	1	Conserved	B-lymphocytes
chr11-111378923-111379423	1	Conserved	B-lymphocytes
chr11-111379759-111380259	1	Conserved	B-lymphocytes
chr11-111416884-111417384	1	Conserved	B-lymphocytes
chr11-111417603-111418103	1	Conserved	B-lymphocytes
chr11-117986068-117986568	1	Conserved	B-lymphocytes
chr11-117987026-117987526	1	Conserved	B-lymphocytes
chr11-118010860-118011360	1	Conserved	B-lymphocytes
chr11-118792675-118793175	1	Conserved	B-lymphocytes
chr11-122717394-122717894	1	Conserved	B-lymphocytes
chr11-123062044-123062544	1	Conserved	B-lymphocytes
chr11-125062939-125063439	1	Conserved	B-lymphocytes
chr11-125592404-125592904	1	Conserved	B-lymphocytes
chr11-128469087-128469587	1	Conserved	B-lymphocytes
chr11-128552885-128553385	1	Conserved	B-lymphocytes
chr11-128610886-128611386	1	Conserved	B-lymphocytes
chr11-128693488-128693988	1	Conserved	B-lymphocytes
chr11-128694114-128694614	1	Conserved	B-lymphocytes
chr11-128694673-128695173	1	Conserved	B-lymphocytes
chr11-128724861-128725361	1	Conserved	B-lymphocytes
chr11-128725497-128725997	1	Conserved	B-lymphocytes
chr11-128734386-128734886	1	Conserved	B-lymphocytes
chr12-6953725-6954225	1	Conserved	B-lymphocytes
chr12-6959228-6959728	1	Conserved	B-lymphocytes
chr12-8026470-8026970	1	Conserved	B-lymphocytes
chr12-9758529-9759029	1	Conserved	B-lymphocytes
chr12-9764684-9765184	1	Conserved	B-lymphocytes
chr12-11836292-11836792	1	Conserved	B-lymphocytes
chr12-12725136-12725636	1	Conserved	B-lymphocytes
chr12-12725713-12726213	1	Conserved	B-lymphocytes
chr12-14961437-14961937	1	Conserved	B-lymphocytes
chr12-25051496-25051996	1	Conserved	B-lymphocytes
chr12-25052321-25052821	1	Conserved	B-lymphocytes
chr12-25386040-25386540	1	Conserved	B-lymphocytes
chr12-25386736-25387236	1	Conserved	B-lymphocytes
chr12-26156162-26156662	1	Conserved	B-lymphocytes
chr12-30754732-30755232	1	Conserved	B-lymphocytes
chr12-31326051-31326551	1	Conserved	B-lymphocytes
chr12-46268838-46269338	1	Conserved	B-lymphocytes
chr12-47207292-47207792	1	Conserved	B-lymphocytes
chr12-47812808-47813308	1	Conserved	B-lymphocytes
chr12-49069775-49070275	1	Conserved	B-lymphocytes
chr12-54497391-54497891	1	Conserved	B-lymphocytes
chr12-59595755-59596255	1	Conserved	B-lymphocytes
chr12-68365165-68365665	1	Conserved	B-lymphocytes
chr12-68481330-68481830	1	Conserved	B-lymphocytes
chr12-68482634-68483134	1	Conserved	B-lymphocytes
chr12-89346312-89346812	1	Conserved	B-lymphocytes
chr12-89353786-89354286	1	Conserved	B-lymphocytes
chr12-89708669-89709169	1	Conserved	B-lymphocytes
chr12-89709400-89709900	1	Conserved	B-lymphocytes
chr12-89862711-89863211	1	Conserved	B-lymphocytes
chr12-89863494-89863994	1	Conserved	B-lymphocytes
chr12-92145753-92146253	1	Conserved	B-lymphocytes
chr12-92399954-92400454	1	Conserved	B-lymphocytes
chr12-92403728-92404228	1	Conserved	B-lymphocytes
chr12-92444694-92445194	1	Conserved	B-lymphocytes
chr12-92445200-92445700	1	Conserved	B-lymphocytes
chr12-93441793-93442293	1	Conserved	B-lymphocytes
chr12-94147885-94148385	1	Conserved	B-lymphocytes
chr12-94148390-94148890	1	Conserved	B-lymphocytes
chr12-94149031-94149531	1	Conserved	B-lymphocytes
chr12-94149708-94150208	1	Conserved	B-lymphocytes
chr12-108633667-108634167	1	Conserved	B-lymphocytes
chr12-110661565-110662065	1	Conserved	B-lymphocytes
chr12-116358934-116359434	1	Conserved	B-lymphocytes
chr12-120686776-120687276	1	Conserved	B-lymphocytes
chr12-121789795-121790295	1	Conserved	B-lymphocytes
chr12-128829779-128830279	1	Conserved	B-lymphocytes
chr13-23375382-23375882	1	Conserved	B-lymphocytes
chr13-28718751-28719251	1	Conserved	B-lymphocytes
chr13-29595549-29596049	1	Conserved	B-lymphocytes
chr13-30422106-30422606	1	Conserved	B-lymphocytes
chr13-32426039-32426539	1	Conserved	B-lymphocytes
chr13-32426986-32427987	1	Conserved	B-lymphocytes
chr13-32428018-32428518	1	Conserved	B-lymphocytes
chr13-32538611-32539111	1	Conserved	B-lymphocytes
chr13-40445517-40446017	1	Conserved	B-lymphocytes
chr13-41019102-41019602	1	Conserved	B-lymphocytes
chr13-41457190-41457690	1	Conserved	B-lymphocytes
chr13-45341177-45341677	1	Conserved	B-lymphocytes
chr13-49443935-49444435	1	Conserved	B-lymphocytes
chr13-51452964-51453464	1	Conserved	B-lymphocytes
chr13-51584096-51584596	1	Conserved	B-lymphocytes
chr13-77697350-77697850	1	Conserved	B-lymphocytes
chr13-102596650-102597150	1	Conserved	B-lymphocytes
chr14-22556293-22556793	1	Conserved	B-lymphocytes
chr14-32201032-32201532	1	Conserved	B-lymphocytes
chr14-32203314-32203814	1	Conserved	B-lymphocytes
chr14-35285387-35285887	1	Conserved	B-lymphocytes
chr14-39432293-39432793	1	Conserved	B-lymphocytes
chr14-49862693-49863193	1	Conserved	B-lymphocytes
chr14-49892238-49893239	1	Conserved	B-lymphocytes
chr14-49893270-49893770	1	Conserved	B-lymphocytes
chr14-49971131-49971631	1	Conserved	B-lymphocytes
chr14-50001419-50001919	1	Conserved	B-lymphocytes
chr14-51847138-51847638	1	Conserved	B-lymphocytes
chr14-52552435-52552935	1	Conserved	B-lymphocytes
chr14-54902616-54903116	1	Conserved	B-lymphocytes
chr14-55026917-55027417	1	Conserved	B-lymphocytes
chr14-58297991-58298491	1	Conserved	B-lymphocytes
chr14-61695117-61695617	1	Conserved	B-lymphocytes
chr14-68792892-68793392	1	Conserved	B-lymphocytes
chr14-68795830-68796330	1	Conserved	B-lymphocytes
chr14-70809468-70809968	1	Conserved	B-lymphocytes
chr14-73136167-73136667	1	Conserved	B-lymphocytes
chr14-73770567-73771067	1	Conserved	B-lymphocytes
chr14-91060053-91061054	1	Conserved	B-lymphocytes
chr14-91415851-91416351	1	Conserved	B-lymphocytes
chr14-91417651-91418151	1	Conserved	B-lymphocytes
chr14-93959379-93959879	1	Conserved	B-lymphocytes
chr14-93962681-93963181	1	Conserved	B-lymphocytes
chr14-95515938-95516438	1	Conserved	B-lymphocytes
chr14-95516459-95516959	1	Conserved	B-lymphocytes
chr14-102777277-102777777	1	Conserved	B-lymphocytes
chr14-105861949-105862449	1	Conserved	B-lymphocytes
chr15-31326383-31326883	1	Conserved	B-lymphocytes
chr15-31327782-31328282	1	Conserved	B-lymphocytes
chr15-34337120-34337620	1	Conserved	B-lymphocytes
chr15-34337814-34338314	1	Conserved	B-lymphocytes
chr15-38563960-38564460	1	Conserved	B-lymphocytes
chr15-38564572-38565072	1	Conserved	B-lymphocytes
chr15-40115687-40116187	1	Conserved	B-lymphocytes
chr15-41660169-41660669	1	Conserved	B-lymphocytes
chr15-42575239-42575739	1	Conserved	B-lymphocytes
chr15-44711201-44711701	1	Conserved	B-lymphocytes
chr15-52528663-52529163	1	Conserved	B-lymphocytes
chr15-52679156-52679656	1	Conserved	B-lymphocytes
chr15-63504206-63504706	1	Conserved	B-lymphocytes
chr15-64841489-64841989	1	Conserved	B-lymphocytes
chr15-65792058-65792558	1	Conserved	B-lymphocytes
chr15-67085778-67086278	1	Conserved	B-lymphocytes
chr15-70097151-70097651	1	Conserved	B-lymphocytes
chr15-70097738-70098238	1	Conserved	B-lymphocytes
chr15-70099467-70099967	1	Conserved	B-lymphocytes
chr15-72231035-72231535	1	Conserved	B-lymphocytes
chr15-74787385-74787885	1	Conserved	B-lymphocytes
chr15-74789286-74789786	1	Conserved	B-lymphocytes
chr15-75042905-75043405	1	Conserved	B-lymphocytes
chr15-75451613-75452113	1	Conserved	B-lymphocytes
chr15-81293947-81294447	1	Conserved	B-lymphocytes
chr15-81296665-81297165	1	Conserved	B-lymphocytes
chr15-90059414-90059914	1	Conserved	B-lymphocytes
chr15-90190928-90191428	1	Conserved	B-lymphocytes
chr15-92831703-92832203	1	Conserved	B-lymphocytes
chr15-92882373-92882873	1	Conserved	B-lymphocytes
chr16-23863692-23864192	1	Conserved	B-lymphocytes
chr16-27401911-27402411	1	Conserved	B-lymphocytes
chr16-29745813-29746313	1	Conserved	B-lymphocytes
chr16-30183883-30184383	1	Conserved	B-lymphocytes
chr16-30184444-30184944	1	Conserved	B-lymphocytes
chr16-30370532-30371032	1	Conserved	B-lymphocytes
chr16-50683870-50684370	1	Conserved	B-lymphocytes
chr16-50741709-50742209	1	Conserved	B-lymphocytes
chr16-53503172-53503672	1	Conserved	B-lymphocytes
chr16-67548091-67548591	1	Conserved	B-lymphocytes
chr16-67562167-67562667	1	Conserved	B-lymphocytes
chr16-67660609-67661109	1	Conserved	B-lymphocytes
chr16-68085075-68085575	1	Conserved	B-lymphocytes
chr16-68448343-68448843	1	Conserved	B-lymphocytes
chr16-81778988-81779488	1	Conserved	B-lymphocytes
chr16-81821434-81821934	1	Conserved	B-lymphocytes
chr16-88650887-88651387	1	Conserved	B-lymphocytes
chr16-88651509-88652009	1	Conserved	B-lymphocytes
chr16-88780993-88781493	1	Conserved	B-lymphocytes
chr16-88978631-88979131	1	Conserved	B-lymphocytes
chr17-3964240-3964740	1	Conserved	B-lymphocytes
chr17-7843815-7844315	1	Conserved	B-lymphocytes
chr17-21042885-21043385	1	Conserved	B-lymphocytes
chr17-28951400-28951900	1	Conserved	B-lymphocytes
chr17-31318175-31318675	1	Conserved	B-lymphocytes
chr17-39753723-39754223	1	Conserved	B-lymphocytes
chr17-39754240-39754740	1	Conserved	B-lymphocytes
chr17-39755955-39756455	1	Conserved	B-lymphocytes
chr17-39864001-39864501	1	Conserved	B-lymphocytes
chr17-39867051-39867551	1	Conserved	B-lymphocytes
chr17-40322376-40322876	1	Conserved	B-lymphocytes
chr17-42388353-42389353	1	Conserved	B-lymphocytes
chr17-45226030-45226530	1	Conserved	B-lymphocytes
chr17-47895828-47896328	1	Conserved	B-lymphocytes
chr17-49764085-49764585	1	Conserved	B-lymphocytes
chr17-57368921-57369421	1	Conserved	B-lymphocytes
chr17-58331241-58331741	1	Conserved	B-lymphocytes
chr17-58332355-58332855	1	Conserved	B-lymphocytes
chr17-58337931-58338431	1	Conserved	B-lymphocytes
chr17-58338912-58339412	1	Conserved	B-lymphocytes
chr17-58344226-58344726	1	Conserved	B-lymphocytes
chr17-58517843-58518343	1	Conserved	B-lymphocytes
chr17-59155308-59155808	1	Conserved	B-lymphocytes
chr17-63621920-63622420	1	Conserved	B-lymphocytes
chr17-63699184-63699684	1	Conserved	B-lymphocytes
chr17-63699955-63700455	1	Conserved	B-lymphocytes
chr17-63773468-63773968	1	Conserved	B-lymphocytes
chr17-63932142-63932642	1	Conserved	B-lymphocytes
chr17-64020394-64020894	1	Conserved	B-lymphocytes
chr17-65056579-65057079	1	Conserved	B-lymphocytes
chr17-68237221-68237721	0.920000016689301	Conserved	B-lymphocytes
chr17-68237770-68238270	1	Conserved	B-lymphocytes
chr17-68247204-68247704	1	Conserved	B-lymphocytes
chr17-68247721-68248221	1	Conserved	B-lymphocytes
chr17-68291233-68291733	1	Conserved	B-lymphocytes
chr17-68291779-68292279	1	Conserved	B-lymphocytes
chr17-75289259-75289759	1	Conserved	B-lymphocytes
chr17-75295619-75296119	1	Conserved	B-lymphocytes
chr17-75664011-75664511	1	Conserved	B-lymphocytes
chr17-77445325-77446325	1	Conserved	B-lymphocytes
chr17-78128492-78128992	1	Conserved	B-lymphocytes
